transaction_id,at,truck_name,truck_description,has_card_reader,fsa_rating,payment_method,total
2995,2026-01-06 13:00:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
4389,2026-01-06 13:00:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
683,2026-01-06 13:00:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
682,2026-01-06 13:00:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,840.0
5074,2026-01-06 13:01:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,499.0
2996,2026-01-06 13:02:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,799.0
4390,2026-01-06 13:04:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
2997,2026-01-06 13:04:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
5075,2026-01-06 13:05:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,499.0
2998,2026-01-06 13:05:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,299.0
684,2026-01-06 13:06:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,1000.0
4391,2026-01-06 13:07:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
2999,2026-01-06 13:07:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
3768,2026-01-06 13:07:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,399.0
5076,2026-01-06 13:09:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,499.0
3000,2026-01-06 13:10:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,299.0
3001,2026-01-06 13:12:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,299.0
685,2026-01-06 13:12:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,890.0
4392,2026-01-06 13:13:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3002,2026-01-06 13:15:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
3769,2026-01-06 13:15:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,399.0
686,2026-01-06 13:18:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4393,2026-01-06 13:18:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3770,2026-01-06 13:20:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,399.0
3003,2026-01-06 13:21:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
4394,2026-01-06 13:21:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3004,2026-01-06 13:24:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,299.0
687,2026-01-06 13:25:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
3005,2026-01-06 13:26:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
4395,2026-01-06 13:26:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
688,2026-01-06 13:26:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
3006,2026-01-06 13:28:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,299.0
4396,2026-01-06 13:30:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3771,2026-01-06 13:31:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,399.0
689,2026-01-06 13:33:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,980.0
5077,2026-01-06 13:34:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,699.0
3772,2026-01-06 13:37:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,99.0
4397,2026-01-06 13:38:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
5078,2026-01-06 13:40:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,599.0
690,2026-01-06 13:40:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4398,2026-01-06 13:42:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3007,2026-01-06 13:44:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
5079,2026-01-06 13:44:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,499.0
3773,2026-01-06 13:45:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,399.0
691,2026-01-06 13:45:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4399,2026-01-06 13:46:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4400,2026-01-06 13:49:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,969.0
3008,2026-01-06 13:50:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,299.0
692,2026-01-06 13:52:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,869.0
693,2026-01-06 13:53:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
3774,2026-01-06 13:53:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,99.0
4401,2026-01-06 13:54:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3009,2026-01-06 13:54:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,299.0
3010,2026-01-06 13:55:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
5080,2026-01-06 13:57:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,499.0
4403,2026-01-06 14:00:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4402,2026-01-06 14:00:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,1060.0
1604,2026-01-06 14:00:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,700.0
3011,2026-01-06 14:00:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
1605,2026-01-06 14:01:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,869.0
5081,2026-01-06 14:02:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,499.0
5082,2026-01-06 14:03:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,499.0
4404,2026-01-06 14:04:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3012,2026-01-06 14:06:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
694,2026-01-06 14:07:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4405,2026-01-06 14:08:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3775,2026-01-06 14:08:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Card,99.0
1606,2026-01-06 14:08:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,700.0
4406,2026-01-06 14:11:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4407,2026-01-06 14:13:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
695,2026-01-06 14:13:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
3013,2026-01-06 14:14:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
1607,2026-01-06 14:14:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,880.0
1608,2026-01-06 14:14:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,880.0
4409,2026-01-06 14:17:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4408,2026-01-06 14:17:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
3776,2026-01-06 14:19:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,99.0
4411,2026-01-06 14:20:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4410,2026-01-06 14:20:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
696,2026-01-06 14:20:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,830.0
4412,2026-01-06 14:21:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
1609,2026-01-06 14:21:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,850.0
4413,2026-01-06 14:22:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
5083,2026-01-06 14:24:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,499.0
3777,2026-01-06 14:24:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,499.0
4414,2026-01-06 14:24:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3014,2026-01-06 14:26:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
697,2026-01-06 14:27:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4415,2026-01-06 14:28:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
1610,2026-01-06 14:28:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,860.0
698,2026-01-06 14:29:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
4419,2026-01-06 14:30:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
1611,2026-01-06 14:30:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,850.0
4416,2026-01-06 14:30:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4417,2026-01-06 14:30:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,840.0
4418,2026-01-06 14:30:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
699,2026-01-06 14:30:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4420,2026-01-06 14:31:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3015,2026-01-06 14:32:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,799.0
1612,2026-01-06 14:33:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,840.0
4421,2026-01-06 14:33:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
1613,2026-01-06 14:34:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,700.0
700,2026-01-06 14:36:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,1000.0
4422,2026-01-06 14:36:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4423,2026-01-06 14:37:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
1614,2026-01-06 14:37:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,800.0
701,2026-01-06 14:38:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
3016,2026-01-06 14:39:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,1299.0
4424,2026-01-06 14:39:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
1615,2026-01-06 14:39:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,860.0
3778,2026-01-06 14:40:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,99.0
1616,2026-01-06 14:40:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,819.0
4425,2026-01-06 14:43:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
1617,2026-01-06 14:43:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,869.0
702,2026-01-06 14:44:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
1618,2026-01-06 14:45:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,700.0
1619,2026-01-06 14:46:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,700.0
1620,2026-01-06 14:46:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,890.0
4426,2026-01-06 14:48:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4427,2026-01-06 14:48:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
703,2026-01-06 14:49:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,950.0
704,2026-01-06 14:49:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
3017,2026-01-06 14:50:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
3779,2026-01-06 14:51:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,99.0
4428,2026-01-06 14:52:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4429,2026-01-06 14:54:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
1621,2026-01-06 14:54:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,700.0
705,2026-01-06 14:54:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,910.0
3018,2026-01-06 14:56:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,1299.0
4430,2026-01-06 14:57:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4431,2026-01-06 14:58:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4432,2026-01-06 14:59:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
706,2026-01-06 15:00:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4433,2026-01-06 15:01:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,1040.0
1622,2026-01-06 15:01:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,700.0
5084,2026-01-06 15:02:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,599.0
4435,2026-01-06 15:03:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4434,2026-01-06 15:03:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4436,2026-01-06 15:04:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4437,2026-01-06 15:07:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4439,2026-01-06 15:08:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4438,2026-01-06 15:08:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3019,2026-01-06 15:08:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
3780,2026-01-06 15:08:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Card,99.0
707,2026-01-06 15:10:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
1623,2026-01-06 15:11:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,819.0
3020,2026-01-06 15:11:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
4440,2026-01-06 15:12:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,880.0
1624,2026-01-06 15:13:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,700.0
3021,2026-01-06 15:13:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,299.0
4441,2026-01-06 15:14:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,980.0
4442,2026-01-06 15:16:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3022,2026-01-06 15:17:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
708,2026-01-06 15:18:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
3781,2026-01-06 15:20:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Card,499.0
4443,2026-01-06 15:21:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4444,2026-01-06 15:23:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3023,2026-01-06 15:26:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
5085,2026-01-06 15:26:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,599.0
4445,2026-01-06 15:27:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,990.0
4447,2026-01-06 15:28:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4446,2026-01-06 15:28:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3782,2026-01-06 15:28:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,499.0
709,2026-01-06 15:29:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
3024,2026-01-06 15:30:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,799.0
3025,2026-01-06 15:32:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
1625,2026-01-06 15:32:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,869.0
4448,2026-01-06 15:33:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
710,2026-01-06 15:33:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,980.0
3026,2026-01-06 15:36:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
4449,2026-01-06 15:36:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3027,2026-01-06 15:38:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
4451,2026-01-06 15:38:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,919.0
4450,2026-01-06 15:38:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3028,2026-01-06 15:40:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
4452,2026-01-06 15:40:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3783,2026-01-06 15:41:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,399.0
4454,2026-01-06 15:42:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
4453,2026-01-06 15:42:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3029,2026-01-06 15:44:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
1626,2026-01-06 15:44:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,840.0
4455,2026-01-06 15:45:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3030,2026-01-06 15:46:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
4457,2026-01-06 15:48:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
4456,2026-01-06 15:48:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
711,2026-01-06 15:49:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,980.0
3031,2026-01-06 15:49:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
3032,2026-01-06 15:52:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,299.0
4458,2026-01-06 15:53:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3784,2026-01-06 15:54:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,99.0
4459,2026-01-06 15:58:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3033,2026-01-06 15:58:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
4460,2026-01-06 16:01:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
1627,2026-01-06 16:02:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,810.0
712,2026-01-06 16:03:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
3034,2026-01-06 16:03:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,299.0
3035,2026-01-06 16:03:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
3785,2026-01-06 16:04:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,99.0
3036,2026-01-06 16:06:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,799.0
4461,2026-01-06 16:09:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3037,2026-01-06 16:09:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
713,2026-01-06 16:10:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
3038,2026-01-06 16:10:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,799.0
4462,2026-01-06 16:11:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
3786,2026-01-06 16:11:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Card,399.0
3039,2026-01-06 16:12:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,299.0
3040,2026-01-06 16:13:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
5086,2026-01-06 16:13:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,499.0
714,2026-01-06 16:16:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
3041,2026-01-06 16:16:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,199.0
3043,2026-01-06 16:18:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,299.0
5087,2026-01-06 16:18:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,599.0
3042,2026-01-06 16:18:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
4463,2026-01-06 16:19:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
1628,2026-01-06 16:21:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,890.0
3044,2026-01-06 16:21:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,1299.0
3787,2026-01-06 16:24:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,499.0
4464,2026-01-06 16:24:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3045,2026-01-06 16:24:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
3046,2026-01-06 16:25:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
1629,2026-01-06 16:26:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,900.0
3048,2026-01-06 16:26:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,199.0
3047,2026-01-06 16:26:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
4465,2026-01-06 16:27:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3049,2026-01-06 16:28:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
3050,2026-01-06 16:30:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,1299.0
3051,2026-01-06 16:31:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,299.0
715,2026-01-06 16:31:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
3788,2026-01-06 16:31:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,99.0
3052,2026-01-06 16:34:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
4466,2026-01-06 16:35:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3789,2026-01-06 16:36:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Card,399.0
4467,2026-01-06 16:37:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,969.0
3053,2026-01-06 16:37:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
3054,2026-01-06 16:38:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,299.0
